Restaurent name,Cuisine types,Rating,Price,Distance,Location,what_people_like_about_us,textual_features
EATCO.,"North Indian, Fast Food, Mughlai, Rolls, Shawarma",3.6,₹350 for two,3.7,"Khandari, Agra","Inviting Decor, Warm Atmosphere, Attentive Service","North Indian, Fast Food, Mughlai, Rolls, ShawarmaInviting Decor, Warm Atmosphere, Attentive Service₹350 for two3.6"
Nandani Red Crystal Restaurant,"South Indian, North Indian, Chinese, Continental, Fast Food, Street Food, Beverages",4.1,₹450 for two,9.8,"Sikandra, Agra","Variety of Beer, Quantity, Clean Environment","South Indian, North Indian, Chinese, Continental, Fast Food, Street Food, BeveragesVariety of Beer, Quantity, Clean Environment₹450 for two4.1"
Goverdhan Bakery,"Bakery, Fast Food, Desserts",4.4,₹400 for two,3.1,"Shahganj, Agra","Hospitality, Trendy Setting, Delicious Food","Bakery, Fast Food, DessertsHospitality, Trendy Setting, Delicious Food₹400 for two4.4"
Savoury Street Food,"South Indian, North Indian, Chinese, Shake",3.8,₹350 for two,4.2,"Shahganj, Agra","Extensive Mocktail Menu, Variety of Beer, Innovative Dishes","South Indian, North Indian, Chinese, ShakeExtensive Mocktail Menu, Variety of Beer, Innovative Dishes₹350 for two3.8"
Chizza & Pizza,"Pizza, Burger, Sandwich, Rolls, Pasta, Fast Food",3.9,₹500 for two,3.3,"Tajganj, Agra","Innovative Dishes, Extensive Mocktail Menu, Perfect Place","Pizza, Burger, Sandwich, Rolls, Pasta, Fast FoodInnovative Dishes, Extensive Mocktail Menu, Perfect Place₹500 for two3.9"
Ichchha Veg Biryani & Fast Food,Biryani,3.9,₹100 for two,5.7,"Lohamandi, Agra","Satisfying Portions, Brewed Beer, Courteous Staff","BiryaniSatisfying Portions, Brewed Beer, Courteous Staff₹100 for two3.9"
The Masterchef Restaurant,"Street Food, Fast Food, Italian",3.7,₹700 for two,2.5,"Tajganj, Agra","Good Music, Satisfying Portions, Quantity","Street Food, Fast Food, ItalianGood Music, Satisfying Portions, Quantity₹700 for two3.7"
Al Barkat Family Restaurant,"North Indian, Rolls, Chinese",-,₹700 for two,3.5,"Tajganj, Agra","Delicious Food, Sustainable Practices, Flavorful Creations","North Indian, Rolls, ChineseDelicious Food, Sustainable Practices, Flavorful Creations₹700 for two-"
Talk Of The Town,"North Indian, Chinese, Pizza, Fast Food, Desserts, Beverages",3.6,"₹1,400 for two",2.7,"Kamla Nagar, Agra","Satisfying Portions, Attentive Service, Vintage Decor","North Indian, Chinese, Pizza, Fast Food, Desserts, BeveragesSatisfying Portions, Attentive Service, Vintage Decor₹1,400 for two3.6"
Kebab - E - Que,"Kebab, North Indian, Mughlai, Biryani, Desserts, Beverages",4.3,"₹3,000 for two",4.3,"DoubleTree by Hilton Hotel Agra, Tajganj, Agra","Live Sports Screening, Trendy Setting, Innovative Dishes","Kebab, North Indian, Mughlai, Biryani, Desserts, BeveragesLive Sports Screening, Trendy Setting, Innovative Dishes₹3,000 for two4.3"
Gaurav Chinese Corner,Chinese,4.0,₹150 for two,2.6,"Civil Lines, Agra","Fresh Ingredients, Brewed Beer, Great for Dates","ChineseFresh Ingredients, Brewed Beer, Great for Dates₹150 for two4.0"
Cake House,"Bakery, Fast Food, Beverages",3.6,₹400 for two,3.8,"Kamla Nagar, Agra","Staff, Attentive Service, Flavorful Creations","Bakery, Fast Food, BeveragesStaff, Attentive Service, Flavorful Creations₹400 for two3.6"
Honeydew Restaurant,"North Indian, Chinese, South Indian, Street Food",4.1,₹400 for two,4.8,"Dayal Bagh, Agra","Consistent Quality, Warm Atmosphere, Staff","North Indian, Chinese, South Indian, Street FoodConsistent Quality, Warm Atmosphere, Staff₹400 for two4.1"
Mama Mutton Chicken Bhandhar,North Indian,3.7,₹200 for two,5.1,"Khandari, Agra","Friendly Staff, Brewed Beer, Creative Cuisine","North IndianFriendly Staff, Brewed Beer, Creative Cuisine₹200 for two3.7"
Wahid Biryani,"Biryani, North Indian, Mughlai",3.6,₹400 for two,2.2,"Tajganj, Agra","Seasonal Menu, Delicious Food, Clean Environment","Biryani, North Indian, MughlaiSeasonal Menu, Delicious Food, Clean Environment₹400 for two3.6"
Shree Dauji Sweets,"Mithai, Street Food, Fast Food, North Indian",4.1,₹200 for two,3.9,"Kamla Nagar, Agra","Sophisticated, Perfect Place, Ambiance","Mithai, Street Food, Fast Food, North IndianSophisticated, Perfect Place, Ambiance₹200 for two4.1"
Pandit Bhojnalaya,North Indian,3.4,₹350 for two,5.2,"Khandari, Agra","Memorable Experience, Good Music, Local Sourcing","North IndianMemorable Experience, Good Music, Local Sourcing₹350 for two3.4"
Mark's Cafe,"Chinese, Fast Food, Waffle, Desserts, Shake",3.4,₹600 for two,2.6,"Civil Lines, Agra","Cafe, Well-priced Options, Live Sports Screening","Chinese, Fast Food, Waffle, Desserts, ShakeCafe, Well-priced Options, Live Sports Screening₹600 for two3.4"
Playdium,"Fast Food, Chinese, Beverages, Shake, Desserts",3.6,₹500 for two,4.1,"Khandari, Agra","Live Sports Screening, Breakfast, Fresh Ingredients","Fast Food, Chinese, Beverages, Shake, DessertsLive Sports Screening, Breakfast, Fresh Ingredients₹500 for two3.6"
Solanki Petiz,Fast Food,-,₹100 for two,5.1,"Tajganj, Agra","Warm Atmosphere, Consistent Quality, Exquisite Taste","Fast FoodWarm Atmosphere, Consistent Quality, Exquisite Taste₹100 for two-"
Bhagat Halwai,"North Indian, Mithai, Street Food",2.9,₹500 for two,6.8,"Sikandra, Agra","Sophisticated, Main Course, Young Crowd","North Indian, Mithai, Street FoodSophisticated, Main Course, Young Crowd₹500 for two2.9"
Anokhe Paratha,North Indian,3.8,₹200 for two,3.0,"Tajganj, Agra","Seasonal Menu, Innovative Dishes, Weekend Brunch","North IndianSeasonal Menu, Innovative Dishes, Weekend Brunch₹200 for two3.8"
Rendezvous - Hotel Howard Plaza,"North Indian, Chinese, Continental, Mughlai, Desserts, Beverages",3.9,"₹2,000 for two",2.5,"Hotel Howard Plaza, Tajganj, Agra","Diverse Menu, Sophisticated, Hospitality","North Indian, Chinese, Continental, Mughlai, Desserts, BeveragesDiverse Menu, Sophisticated, Hospitality₹2,000 for two3.9"
Culinary Junction By Udupi,"North Indian, South Indian, Continental, Beverages",4.2,₹800 for two,4.3,"Tajganj, Agra","Variety of Beer, Peaceful Ambience, Memorable Experience","North Indian, South Indian, Continental, BeveragesVariety of Beer, Peaceful Ambience, Memorable Experience₹800 for two4.2"
The Bar - Trident Hotel,Finger Food,3.9,"₹2,000 for two",4.3,"Trident Hotel, Tajganj, Agra","Creative Cuisine, Peaceful Ambience, Flavorful Creations","Finger FoodCreative Cuisine, Peaceful Ambience, Flavorful Creations₹2,000 for two3.9"
Meet N Eat,"Fast Food, Chinese, Beverages",3.8,₹400 for two,5.8,"Dayal Bagh, Agra","Quantity, Live Sports Screening, Attentive Service","Fast Food, Chinese, BeveragesQuantity, Live Sports Screening, Attentive Service₹400 for two3.8"
"Frozen Bottle - Milkshakes, Desserts And Ice Cream","Shake, Beverages, Desserts, Ice Cream, Waffle, Healthy Food",3.3,₹400 for two,5.5,"Lohamandi, Agra","Trendy Setting, Cozy Ambiance, Good Music","Shake, Beverages, Desserts, Ice Cream, Waffle, Healthy FoodTrendy Setting, Cozy Ambiance, Good Music₹400 for two3.3"
Lights Out - Lounge & Roofpark,"Bar Food, Finger Food, North Indian, Chinese, Continental, BBQ, Italian",4.1,"₹1,400 for two",2.5,"Civil Lines, Agra","Good Music, Quantity, Clean Environment","Bar Food, Finger Food, North Indian, Chinese, Continental, BBQ, ItalianGood Music, Quantity, Clean Environment₹1,400 for two4.1"
Badlav Chai Point,"Fast Food, Beverages, Tea, Coffee, Burger, Shake, Sandwich",3.7,₹300 for two,2.6,"Civil Lines, Agra","Trendy Setting, Efficient Service, Warm Atmosphere","Fast Food, Beverages, Tea, Coffee, Burger, Shake, SandwichTrendy Setting, Efficient Service, Warm Atmosphere₹300 for two3.7"
Bhagya Ratan Food Circle,"North Indian, South Indian, Street Food, Chinese",3.5,₹400 for two,7.2,"Sikandra, Agra","Customizable Dishes, Local Sourcing, Weekend Brunch","North Indian, South Indian, Street Food, ChineseCustomizable Dishes, Local Sourcing, Weekend Brunch₹400 for two3.5"
Badlav Chai Point,"Tea, Coffee, Shake, Beverages, Pizza, Sandwich, Fast Food, Street Food",3.5,₹300 for two,4.3,"Gopal Pura, Agra","Staff, Sophisticated, Clean Environment","Tea, Coffee, Shake, Beverages, Pizza, Sandwich, Fast Food, Street FoodStaff, Sophisticated, Clean Environment₹300 for two3.5"
Pushpak Misthan Bhandar Sweets And Snack,Mithai,-,₹300 for two,1.6,"Civil Lines, Agra","Flavorful Creations, Comfortable Seating, Quantity","MithaiFlavorful Creations, Comfortable Seating, Quantity₹300 for two-"
Jenith Fast Food,"North Indian, South Indian, Continental",3.0,₹300 for two,0.6,"Mantola, Agra","Warm Atmosphere, Weekend Brunch, Diverse Menu","North Indian, South Indian, ContinentalWarm Atmosphere, Weekend Brunch, Diverse Menu₹300 for two3.0"
Gupta Ji Dhaba & Veg Briyani,North Indian,3.8,₹500 for two,7.2,"Sikandra, Agra","Cozy Ambiance, Main Course, Sophisticated","North IndianCozy Ambiance, Main Course, Sophisticated₹500 for two3.8"
Hangout - The Lounge Bar,"Finger Food, Chinese, North Indian, Oriental, Continental, Desserts, Beverages",3.9,"₹1,500 for two",5.6,"Lohamandi, Agra","Well-priced Options, Peaceful Ambience, Efficient Service","Finger Food, Chinese, North Indian, Oriental, Continental, Desserts, BeveragesWell-priced Options, Peaceful Ambience, Efficient Service₹1,500 for two3.9"
Tiwari Bombay Style Bhel And Panipuri,Street Food,3.8,₹100 for two,2.5,"Agra Cantt, Agra","Vintage Decor, Diverse Menu, Cozy Ambiance","Street FoodVintage Decor, Diverse Menu, Cozy Ambiance₹100 for two3.8"
Silver Spoon,"North Indian, Chinese, Continental, Pizza",4.4,₹950 for two,4.0,"Tajganj, Agra","Brewed Beer, Variety of Beer, Breakfast","North Indian, Chinese, Continental, PizzaBrewed Beer, Variety of Beer, Breakfast₹950 for two4.4"
Laziz Family Restaurant,North Indian,3.1,₹500 for two,1.9,"Mantola, Agra","Brewed Beer, Memorable Experience, Hospitable Staff","North IndianBrewed Beer, Memorable Experience, Hospitable Staff₹500 for two3.1"
Khan Sahab Restaurant,"North Indian, Mughlai, Chinese, Biryani, Beverages",3.5,₹600 for two,2.5,"Tajganj, Agra","Extensive Mocktail Menu, Quantity, Sophisticated","North Indian, Mughlai, Chinese, Biryani, BeveragesExtensive Mocktail Menu, Quantity, Sophisticated₹600 for two3.5"
Dandigul Food Circle,"Biryani, South Indian, Chinese, Street Food",4.0,₹200 for two,4.6,"Khandari, Agra","Perfect Place, Inviting Decor, Weekend Brunch","Biryani, South Indian, Chinese, Street FoodPerfect Place, Inviting Decor, Weekend Brunch₹200 for two4.0"
Bansal Sweets,Mithai,3.9,₹250 for two,3.2,"Shahganj, Agra","Cafe, Friendly Staff, Staff","MithaiCafe, Friendly Staff, Staff₹250 for two3.9"
SUMAC - Hotel Royale Regent,"North Indian, Continental, Fast Food, Oriental, Desserts, Beverages",3.9,"₹1,400 for two",5.4,"Tajganj, Agra","Breakfast, Authentic Flavors, Hospitality","North Indian, Continental, Fast Food, Oriental, Desserts, BeveragesBreakfast, Authentic Flavors, Hospitality₹1,400 for two3.9"
Chacha Ji Ka Dhaba,"North Indian, Mughlai",3.9,₹500 for two,2.8,"Lohamandi, Agra","Customizable Dishes, Quantity, Memorable Experience","North Indian, MughlaiCustomizable Dishes, Quantity, Memorable Experience₹500 for two3.9"
Bamboo Cafe,"North Indian, Chinese, Street Food, Sandwich, Fast Food",3.0,₹500 for two,3.8,"Tajganj, Agra","Sustainable Practices, Young Crowd, Efficient Service","North Indian, Chinese, Street Food, Sandwich, Fast FoodSustainable Practices, Young Crowd, Efficient Service₹500 for two3.0"
Chennai Kings,"South Indian, Sandwich, Fast Food, Beverages, Desserts, Burger, Chinese",3.9,₹500 for two,4.1,"Dayal Bagh, Agra","Courteous Staff, Ambience, Impeccable Presentation","South Indian, Sandwich, Fast Food, Beverages, Desserts, Burger, ChineseCourteous Staff, Ambience, Impeccable Presentation₹500 for two3.9"
Pandit Bhojnalaya,"North Indian, South Indian, Chinese",3.8,₹350 for two,5.2,"Khandari, Agra","Consistent Quality, Creative Cuisine, Trendy Setting","North Indian, South Indian, ChineseConsistent Quality, Creative Cuisine, Trendy Setting₹350 for two3.8"
Cafe Hideout,"North Indian, Chinese, Continental, Biryani, BBQ, Coffee, Pizza, Pasta",-,₹600 for two,5.7,"Sikandra, Agra","Fresh Ingredients, Memorable Experience, Good Bartenders","North Indian, Chinese, Continental, Biryani, BBQ, Coffee, Pizza, PastaFresh Ingredients, Memorable Experience, Good Bartenders₹600 for two-"
Winni Cakes And More,"Bakery, Desserts, Pizza, Sandwich, Wraps, Pasta, Waffle",3.9,₹500 for two,7.5,"Sikandra, Agra","Cozy Ambiance, Good Music, Satisfying Portions","Bakery, Desserts, Pizza, Sandwich, Wraps, Pasta, WaffleCozy Ambiance, Good Music, Satisfying Portions₹500 for two3.9"
Rolls Cavalry,"Fast Food, Rolls, Chinese, North Indian, Momos, Shake, Sichuan",4.5,₹200 for two,3.9,"Lohamandi, Agra","Memorable Experience, Staff, Sophisticated","Fast Food, Rolls, Chinese, North Indian, Momos, Shake, SichuanMemorable Experience, Staff, Sophisticated₹200 for two4.5"
Pandit Ji Bhojhnalaya,North Indian,3.3,₹300 for two,11.0,"Sikandra, Agra","Good Music, Staff, Diverse Menu","North IndianGood Music, Staff, Diverse Menu₹300 for two3.3"
Desire Bakers,"Bakery, Desserts",4.0,₹300 for two,3.2,"Kamla Nagar, Agra","Fresh Ingredients, Customizable Dishes, Great Service","Bakery, DessertsFresh Ingredients, Customizable Dishes, Great Service₹300 for two4.0"
Anna Samrat Restaurant,"South Indian, North Indian, Chinese, Ice Cream, Beverages",3.9,₹600 for two,3.8,"Kamla Nagar, Agra","Hospitable Staff, Comfortable Seating, Cafe","South Indian, North Indian, Chinese, Ice Cream, BeveragesHospitable Staff, Comfortable Seating, Cafe₹600 for two3.9"
New Pushpak Misthan Bhandar,"Mithai, Street Food",3.7,₹400 for two,1.2,"Rakabganj, Agra","Exquisite Taste, Good Music, Brewed Beer","Mithai, Street FoodExquisite Taste, Good Music, Brewed Beer₹400 for two3.7"
Brijwasi Sweet House,"Mithai, Desserts",3.7,₹400 for two,5.9,"Dayal Bagh, Agra","Courteous Staff, Flavorful Creations, Customizable Dishes","Mithai, DessertsCourteous Staff, Flavorful Creations, Customizable Dishes₹400 for two3.7"
Jain Bhojnalaya,North Indian,3.8,₹200 for two,5.2,"Khandari, Agra","Good Music, Satisfying Portions, Efficient Service","North IndianGood Music, Satisfying Portions, Efficient Service₹200 for two3.8"
Healthmafia,"North Indian, Fast Food, South Indian, Momos, Biryani",4.1,₹450 for two,3.9,"Trans Yamuna, Agra","Satisfying Portions, Exquisite Taste, Warm Atmosphere","North Indian, Fast Food, South Indian, Momos, BiryaniSatisfying Portions, Exquisite Taste, Warm Atmosphere₹450 for two4.1"
Deshraj Dhaba,"Mughlai, Biryani",3.9,₹400 for two,0.954,"Civil Lines, Agra","Weekend Brunch, Clean Environment, Vintage Decor","Mughlai, BiryaniWeekend Brunch, Clean Environment, Vintage Decor₹400 for two3.9"
Square 99 Scoops & Cafe,"Chinese, North Indian, Fast Food",3.9,₹300 for two,4.5,"Shahganj, Agra","Good Music, Innovative Dishes, Live Sports Screening","Chinese, North Indian, Fast FoodGood Music, Innovative Dishes, Live Sports Screening₹300 for two3.9"
Apna Cafe,"Fast Food, Pizza, Street Food, Chinese, Desserts, Shake, Coffee, Beverages",3.4,₹400 for two,2.6,"Tajganj, Agra","Attentive Service, Great Service, Variety of Beer","Fast Food, Pizza, Street Food, Chinese, Desserts, Shake, Coffee, BeveragesAttentive Service, Great Service, Variety of Beer₹400 for two3.4"
"Daawat-E-Nawab - Taj Hotel & Convention Centre, Tajganj","North Indian, Mughlai, Kebab, Biryani",4.3,"₹2,800 for two",4.3,"Taj Hotel & Convention Centre, Tajganj, Agra","Sophisticated, Inviting Decor, Sustainable Practices","North Indian, Mughlai, Kebab, BiryaniSophisticated, Inviting Decor, Sustainable Practices₹2,800 for two4.3"
Pandit Ji Shudh Shakahari Bhojnalaya,North Indian,3.7,₹400 for two,4.6,"Dayal Bagh, Agra","Comfortable Seating, Creative Cuisine, Fresh Ingredients","North IndianComfortable Seating, Creative Cuisine, Fresh Ingredients₹400 for two3.7"
Shri Krishna Bhojanalaya,North Indian,3.3,₹400 for two,2.7,"Civil Lines, Agra","Authentic Flavors, Warm Atmosphere, Courteous Staff","North IndianAuthentic Flavors, Warm Atmosphere, Courteous Staff₹400 for two3.3"
Royal Rolls,"Rolls, Fast Food, Beverages, Pizza, Burger",3.7,₹350 for two,4.4,"Tajganj, Agra","Variety of Beer, Great for Dates, Impeccable Presentation","Rolls, Fast Food, Beverages, Pizza, BurgerVariety of Beer, Great for Dates, Impeccable Presentation₹350 for two3.7"
Hungernomia,"Burger, Fast Food, Pizza, Sandwich, Wraps, Beverages, Italian",3.9,₹500 for two,2.5,"Civil Lines, Agra","Seasonal Menu, Inviting Decor, Attentive Service","Burger, Fast Food, Pizza, Sandwich, Wraps, Beverages, ItalianSeasonal Menu, Inviting Decor, Attentive Service₹500 for two3.9"
Sri Dauji Restaurant,"Mithai, Street Food",3.6,₹300 for two,3.9,"Kamla Nagar, Agra","Great Service, Efficient Service, Customizable Dishes","Mithai, Street FoodGreat Service, Efficient Service, Customizable Dishes₹300 for two3.6"
Agarwal Sweets & Dairy,"Mithai, Street Food",3.8,₹250 for two,6.0,"Shahganj, Agra","Great for Dates, Sustainable Practices, Comfortable Seating","Mithai, Street FoodGreat for Dates, Sustainable Practices, Comfortable Seating₹250 for two3.8"
Munna Dhaba,North Indian,3.6,₹500 for two,3.9,"Arjun Nagar, Agra","Inviting Decor, Fresh Ingredients, Flavorful Creations","North IndianInviting Decor, Fresh Ingredients, Flavorful Creations₹500 for two3.6"
Spice Aroma,"North Indian, Fast Food, Beverages",3.5,₹300 for two,4.3,"Arjun Nagar, Agra","Brewed Beer, Great for Dates, Seasonal Menu","North Indian, Fast Food, BeveragesBrewed Beer, Great for Dates, Seasonal Menu₹300 for two3.5"
Chatorelal Food Court,"South Indian, Chinese, Fast Food, Street Food, North Indian, Momos",2.7,₹250 for two,4.0,"Agra Cantt, Agra","Main Course, Great Service, Weekend Brunch","South Indian, Chinese, Fast Food, Street Food, North Indian, MomosMain Course, Great Service, Weekend Brunch₹250 for two2.7"
Momo Cartel,"Momos, Chinese, Shake",3.8,₹350 for two,5.8,"Sikandra, Agra","Clean Environment, Ambiance, Great Service","Momos, Chinese, ShakeClean Environment, Ambiance, Great Service₹350 for two3.8"
Shiva Bhojnalaya,North Indian,2.7,₹300 for two,5.2,"Khandari, Agra","Breakfast, Comfortable Seating, Efficient Service","North IndianBreakfast, Comfortable Seating, Efficient Service₹300 for two2.7"
Jawahar Hotel,North Indian,3.8,₹300 for two,3.8,"Dayal Bagh, Agra","Young Crowd, Weekend Brunch, Variety of Beer","North IndianYoung Crowd, Weekend Brunch, Variety of Beer₹300 for two3.8"
